Env_Temp,BMP_Pressure,BMP_Altitude,Light,DHT_Humidity,MQ135_CO2,MQ135_CO,MQ135_NH3,Soil_Moisture,Soil_Temp,pH,N,P,K,district,location,season,target_crops
-11.85,1025.56,63.43,82463.07,57.67,358.07,0.35,0.85,57.10,20.47,5.92,235.74,6.95,227.55,Raigad,Karjat,Winter,Mango
44.46,1031.99,63.76,29288.01,82.71,417.98,0.95,3.18,88.86,39.63,5.72,300.64,12.33,226.95,Raigad,Karjat,Monsoon,Vari
39.76,1020.12,478.99,16816.23,,446.81,0.78,1.15,100.25,34.56,7.60,144.21,35.56,247.33,Nashik,Baglan/Kalwan,Monsoon,Mango
18.16,980.12,784.18,90466.48,56.41,396.07,1.85,1.19,57.41,14.53,6.10,256.10,22.00,193.28,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
31.36,970.54,513.75,90426.11,30.39,408.67,0.93,0.54,51.24,27.86,7.41,191.90,51.93,204.92,Nashik,Baglan/Kalwan,Summer,"Cotton, Bajra"
14.04,895.91,551.94,66652.33,53.54,414.77,4.00,1.43,43.73,10.84,6.54,268.96,43.48,211.46,Nashik,Baglan/Kalwan,Winter,"Groundnut, Grapes, Bajra"
26.70,1085.91,11.76,55344.60,96.09,391.25,0.54,2.10,79.10,26.79,5.47,332.49,4.98,196.79,Raigad,Alibag/Mangaon,Monsoon,Coconut
23.84,788.06,590.31,83149.27,44.04,433.10,2.45,3.87,36.65,21.44,6.59,252.66,,133.22,Nashik,Igatpuri (Ghat Zone),Winter,"Rice, Finger Millet"
21.90,1009.55,738.36,90431.55,53.21,408.23,3.09,1.30,,19.18,5.97,174.54,12.90,186.66,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
23.53,990.59,574.44,103731.08,44.81,415.77,2.30,0.86,58.39,19.70,,147.50,49.51,247.76,Nashik,Baglan/Kalwan,Summer,Groundnut
28.50,972.29,629.02,93908.29,38.77,395.86,1.12,,61.29,27.19,6.89,203.11,35.54,251.98,Nashik,Baglan/Kalwan,Summer,Onion
,947.20,550.51,38416.62,76.90,438.11,3.95,0.18,93.70,37.33,7.16,272.82,29.54,261.87,Nashik,Niphad/Yeola,Monsoon,"Onion, Pomegranate, Sugarcane"
42.61,928.12,528.75,19437.32,81.12,375.54,,1.85,87.04,46.38,7.07,256.58,34.46,254.77,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Pomegranate, Wheat"
,976.82,621.05,87062.74,42.67,408.68,1.48,1.35,66.87,13.15,7.60,175.39,25.58,225.44,Nashik,Niphad/Yeola,Winter,Sugarcane
23.19,1001.99,,68145.56,55.81,397.25,2.86,2.96,53.11,19.72,6.40,267.81,7.43,208.09,Raigad,Karjat,Winter,Rice
34.43,837.79,592.08,95954.13,45.15,427.51,4.55,0.81,,32.10,7.19,296.04,,219.18,Nashik,Niphad/Yeola,Summer,Wheat
17.29,892.79,55.05,89482.86,51.33,413.63,0.31,2.45,42.94,15.42,6.07,278.77,6.96,222.93,Raigad,Karjat,Winter,"Groundnut, Green Gram, Rice"
19.93,914.58,6.32,71483.55,57.35,399.66,4.57,3.59,31.40,14.73,5.59,276.34,6.31,224.22,Raigad,Alibag/Mangaon,Winter,Cashew
30.37,1056.18,12.07,114860.64,24.58,489.47,2.42,0.94,,34.20,5.99,282.44,12.47,199.12,Raigad,,,Coconut
14.16,900.66,644.71,78856.35,58.43,389.64,2.18,2.11,,12.12,8.14,188.79,47.18,291.88,Nashik,Baglan/Kalwan,Winter,"Onion, Mango"
30.86,945.57,5.43,43163.29,93.96,434.30,3.15,3.51,73.86,23.70,5.42,236.22,14.91,206.00,Raigad,Alibag/Mangaon,Monsoon,Banana
43.60,879.77,511.12,22681.90,77.91,417.43,0.46,,79.61,35.63,7.89,256.53,28.30,216.23,Nashik,Niphad/Yeola,Monsoon,Onion
13.39,955.42,631.61,77771.31,56.64,367.23,0.16,3.77,61.33,13.89,6.67,226.46,15.32,176.71,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
20.32,1063.77,664.67,82074.74,46.99,401.48,1.25,3.08,66.21,15.65,,213.07,23.55,176.47,Nashik,Niphad/Yeola,Winter,"Grapes, Tomato"
18.74,901.47,573.74,77741.10,,406.93,2.05,2.46,55.27,18.28,6.75,216.34,36.11,,Nashik,Niphad/Yeola,Winter,"Sugarcane, Wheat"
18.57,1049.64,11.02,86676.81,50.88,377.26,4.03,0.55,35.04,16.40,6.67,,6.43,246.82,Raigad,Alibag/Mangaon,Winter,"Cashew, Coconut, Rice"
11.35,908.93,,82354.81,,434.25,0.32,1.45,66.77,9.59,8.58,176.37,22.23,,Nashik,Niphad/Yeola,Winter,"Grapes, Tomato"
14.13,1002.49,647.35,73215.08,45.81,431.80,3.07,3.05,58.17,11.63,6.44,294.42,15.98,219.75,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Cotton"
14.65,991.87,571.88,85456.20,48.03,432.72,4.85,0.98,49.32,13.21,7.34,245.05,23.54,285.30,Nashik,Niphad/Yeola,Winter,"Pomegranate, Tomato"
39.38,1112.33,49.38,24344.80,96.64,391.95,1.56,3.55,86.76,31.90,6.40,214.28,8.95,208.42,Raigad,Karjat,Monsoon,Green Gram
19.00,948.22,469.08,60780.81,55.19,409.56,2.34,2.41,47.87,19.66,7.00,221.66,39.64,229.43,Nashik,Baglan/Kalwan,Winter,"Grapes, Bajra"
14.54,880.12,451.40,77257.04,36.46,412.75,2.60,,60.62,10.22,6.58,215.25,64.43,278.59,Nashik,Baglan/Kalwan,Winter,"Maize, Grapes"
29.93,889.98,9.53,17017.59,101.60,401.31,1.91,1.29,88.25,26.38,5.77,305.74,5.35,235.74,Raigad,Alibag/Mangaon,Monsoon,"Banana, Arecanut"
20.70,1022.05,526.54,77197.68,52.94,417.87,0.92,3.05,48.95,20.05,6.90,212.92,8.31,200.78,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
,953.09,478.69,44463.80,88.86,405.00,2.90,0.21,99.61,37.23,6.84,213.99,45.60,231.94,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Soybean"
33.85,,605.34,102035.33,28.92,444.39,0.59,3.56,49.97,31.91,,265.13,19.66,173.82,Nashik,Igatpuri (Ghat Zone),Summer,"Maize, Rice, Wheat"
37.27,1013.16,601.28,21314.09,76.43,414.47,0.57,1.33,94.59,34.27,7.50,223.68,21.37,212.84,Nashik,Niphad/Yeola,Monsoon,Onion
21.86,861.58,585.10,87002.85,52.08,427.46,0.63,2.76,55.23,21.41,6.77,310.53,46.60,259.51,Nashik,Baglan/Kalwan,Winter,"Soybean, Grapes, Mango"
12.20,904.59,558.49,73345.29,58.30,419.00,1.23,3.08,47.48,9.71,6.62,,24.93,231.39,Nashik,Niphad/Yeola,Winter,"Sugarcane, Pomegranate, Onion"
31.07,,505.68,105692.37,24.63,409.13,3.57,1.85,47.61,27.36,7.57,155.92,35.40,240.46,Nashik,Baglan/Kalwan,Summer,"Groundnut, Sugarcane, Bajra"
18.88,927.44,594.90,75379.27,52.83,,3.56,0.15,57.08,17.42,7.33,219.31,13.27,242.53,Nashik,Niphad/Yeola,Winter,"Pomegranate, Wheat"
13.07,897.37,789.64,72315.66,40.63,456.24,4.17,4.35,,11.68,6.07,238.87,20.47,151.27,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice, Finger Millet"
29.78,920.85,552.77,,61.18,356.60,,2.63,86.88,26.70,6.43,240.94,51.42,271.65,,Baglan/Kalwan,Monsoon,Mango
18.79,1044.95,12.05,74366.62,46.74,422.04,3.30,3.37,31.55,13.69,6.23,330.07,8.51,270.91,,Alibag/Mangaon,Winter,Mango
40.46,829.96,,15526.86,83.30,435.84,2.36,3.17,72.98,32.10,7.33,150.21,35.56,275.39,Nashik,Baglan/Kalwan,Monsoon,Groundnut
22.27,1035.26,65.02,584426.13,57.91,394.03,1.22,2.04,41.66,17.34,5.42,296.84,8.54,194.73,Raigad,Karjat,Winter,Vari
12.66,1011.05,455.91,70210.35,37.89,395.32,3.18,,49.65,11.40,7.64,0.00,42.25,266.13,Nashik,Baglan/Kalwan,Winter,"Maize, Bajra, Mango"
25.38,898.63,617.00,45254.30,102.59,378.68,2.56,4.06,,20.99,6.70,251.74,8.45,168.07,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
26.28,976.80,455.68,58555.16,57.91,399.27,2.71,1.26,66.97,23.92,6.47,219.98,50.48,266.58,Nashik,Baglan/Kalwan,Winter,"Groundnut, Bajra"
40.45,907.08,576.97,114915.12,31.46,344.85,1.54,1.19,61.29,36.53,7.83,232.07,47.61,265.35,Nashik,Baglan/Kalwan,Summer,"Bajra, Tomato"
22.79,981.55,12.74,114711.60,35.78,361.79,1.26,2.69,19.08,24.57,5.73,,9.76,230.19,,Alibag/Mangaon,Summer,"Banana, Coconut"
22.46,980.25,542.40,,31.21,380.67,2.16,2.13,59.16,20.75,6.92,223.29,13.45,242.31,Nashik,Niphad/Yeola,Summer,Wheat
11.05,998.74,832.17,71236.55,38.48,432.17,2.95,1.95,54.99,,6.73,181.51,11.94,171.02,Nashik,Igatpuri (Ghat Zone),Winter,"Groundnut, Rice, Finger Millet"
38.60,902.99,451.51,100208.23,38.73,,4.70,1.54,47.49,36.88,,230.51,45.14,229.52,Nashik,Baglan/Kalwan,Summer,Soybean
24.50,869.56,987.71,24220.13,98.26,420.41,2.70,1.76,89.73,18.50,6.31,276.07,11.15,152.24,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
28.10,988.63,67.05,104099.48,,373.13,1.95,3.10,26.39,25.25,5.95,243.44,,229.30,Raigad,Karjat,Summer,Vari
40.89,1146.89,8.02,41523.13,90.55,414.49,2.41,0.29,82.34,31.01,6.71,265.36,9.44,205.54,Raigad,Alibag/Mangaon,Monsoon,"Coconut, Tomato"
16.58,1012.33,62.85,76501.49,45.03,458.27,4.43,4.50,51.80,15.17,6.65,207.25,9.43,200.62,Raigad,Karjat,Winter,"Cashew, Ragi, Vari"
18.09,845.35,49.49,82665.42,39.77,430.32,1.81,0.99,48.73,14.07,5.55,269.80,10.30,220.01,Raigad,Karjat,Winter,Cashew
,,,82222.66,49.23,,0.67,2.40,42.25,9.37,,,,210.06,Nashik,,,Onion
18.78,959.73,574.80,93291.07,42.94,362.68,1.56,1.96,64.87,16.25,7.23,185.79,46.64,249.77,Nashik,Baglan/Kalwan,Winter,"Groundnut, Banana"
36.83,949.72,626.00,115168.95,21.65,406.36,1.97,2.55,35.08,33.40,6.97,207.20,20.79,188.17,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
33.73,964.14,,43413.76,84.42,443.07,3.30,1.32,101.11,32.95,7.10,216.05,43.15,253.23,Nashik,Baglan/Kalwan,Monsoon,Bajra
19.17,1014.50,8.73,71699.71,46.70,421.63,4.54,2.13,37.83,16.30,6.95,296.06,8.46,244.42,Raigad,,Winter,Arecanut
20.01,936.01,521.31,67606.91,54.28,435.90,0.93,0.59,47.92,18.04,7.12,266.96,53.69,233.95,Nashik,Baglan/Kalwan,Winter,"Groundnut, Onion"
33.51,956.54,450.08,41342.34,91.63,440.54,4.31,3.41,,27.83,7.07,151.18,53.85,345.68,Nashik,Baglan/Kalwan,Monsoon,Onion
13.91,943.27,870.64,65072.07,62.17,403.01,1.89,0.16,54.83,12.62,5.78,293.23,,225.03,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
25.14,999.87,12.69,82004.12,54.42,431.28,1.75,,41.42,21.01,7.19,280.65,16.78,230.68,Raigad,Alibag/Mangaon,Winter,Arecanut
31.18,1107.08,46.90,,43.89,422.75,0.79,0.99,28.29,29.66,5.41,269.51,6.36,198.76,Raigad,Karjat,Summer,Rice
34.75,965.38,677.84,41193.99,90.88,442.89,0.39,4.02,88.64,30.96,6.77,264.32,18.10,209.10,Nashik,,Monsoon,Finger Millet
37.33,,866.27,21447.73,106.42,384.20,1.23,0.15,70.90,31.28,6.07,166.00,,190.75,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
43.44,929.21,503.49,46660.05,78.73,446.78,4.29,2.08,76.77,38.47,6.90,203.65,,246.35,Nashik,Baglan/Kalwan,Monsoon,Groundnut
35.05,917.72,822.21,29354.11,80.34,,3.67,2.66,85.78,33.01,5.87,239.39,16.99,117.03,Nashik,,Monsoon,"Maize, Vegetables"
12.66,878.01,770.71,,56.17,423.61,2.89,0.40,52.53,12.09,6.57,266.65,11.75,181.93,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
33.58,1034.06,9.62,84558.69,32.02,436.33,2.45,4.17,16.90,28.65,5.50,291.66,12.85,297.16,Raigad,Alibag/Mangaon,Summer,"Banana, Soybean, Rice"
24.56,959.54,6.23,103295.91,25.71,436.00,4.01,2.04,13.47,25.66,5.02,310.49,8.58,286.87,Raigad,Alibag/Mangaon,,Cashew
25.12,944.43,57.63,111556.55,22.53,426.36,1.49,2.82,26.46,24.92,5.26,297.14,5.10,180.08,Raigad,Karjat,Summer,Rice
35.72,1058.26,501.72,26589.64,76.89,376.82,1.41,1.13,89.43,32.82,6.88,198.27,54.40,249.43,Nashik,Baglan/Kalwan,Monsoon,Soybean
29.05,944.12,887.59,31915.53,76.85,422.53,1.21,2.82,90.10,27.15,4.89,256.73,16.44,208.47,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
30.23,1069.85,69.07,113344.66,37.33,424.73,3.76,1.80,12.11,,5.52,235.67,9.72,251.45,Raigad,Karjat,Summer,Vari
10.35,959.47,603.89,85147.69,,408.92,1.94,3.12,55.90,9.15,6.48,246.48,25.29,295.54,Nashik,Niphad/Yeola,Winter,Sugarcane
18.13,1057.44,54.20,66642.75,49.62,418.89,0.67,2.93,49.17,15.10,5.98,310.47,9.40,260.52,Raigad,Karjat,Winter,Ragi
15.03,953.98,609.29,81326.41,60.10,,2.85,3.67,55.01,11.49,7.14,253.94,25.08,252.64,Nashik,,Winter,Tomato
31.67,985.55,12.41,52866.50,,411.01,0.51,3.77,71.46,29.72,6.12,359.93,8.90,275.46,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Rice"
17.48,1153.42,13.37,76624.44,,,2.24,2.91,55.30,15.51,6.42,273.49,14.62,251.77,Raigad,Alibag/Mangaon,Winter,"Coconut, Arecanut"
17.19,1052.71,6.27,69142.57,56.54,364.81,1.00,2.02,48.29,18.13,5.84,235.13,9.70,233.15,,Alibag/Mangaon,Winter,"Coconut, Rice"
18.92,973.84,605.08,64207.00,60.35,435.01,0.16,0.12,57.00,16.10,7.36,202.29,23.66,,,Niphad/Yeola,Winter,"Pomegranate, Tomato, Wheat"
20.08,905.45,474.37,100576.31,32.06,414.96,3.76,2.90,51.25,17.52,8.10,229.20,58.32,241.77,Nashik,Baglan/Kalwan,Summer,"Soybean, Grapes"
10.12,890.09,566.95,67182.17,44.72,432.90,3.06,3.83,61.49,9.18,7.95,209.88,,,Nashik,Niphad/Yeola,Winter,Sugarcane
30.85,,556.25,21630.21,66.61,384.62,3.63,3.36,76.38,27.49,6.66,183.93,24.00,269.25,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Tomato, Wheat"
20.61,988.69,52.29,68105.53,54.12,392.74,2.51,1.63,30.78,17.14,5.33,250.87,12.09,225.23,Raigad,Karjat,Winter,"Cotton, Rice"
17.32,839.33,,,,,0.56,2.83,,13.47,,,24.95,,,,Winter,"Pomegranate, Grapes"
,835.67,61.68,90839.61,38.38,385.04,4.03,0.15,27.22,31.75,5.96,276.99,6.93,197.31,Raigad,Karjat,,"Cashew, Coconut"
13.51,879.06,,64488.64,41.91,432.46,2.52,4.42,37.92,9.04,6.44,214.28,,180.31,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice, Vegetables"
30.52,1049.21,7.47,,73.68,423.59,3.69,0.77,84.86,,6.19,265.03,5.93,238.83,Raigad,,Monsoon,"Cashew, Mango"
29.69,996.85,527.37,120777.98,41.27,404.83,5.20,2.15,38.26,26.51,7.39,250.19,25.06,316.58,Nashik,Niphad/Yeola,Summer,"Sugarcane, Tomato"
15.38,1022.08,450.60,62616.52,49.98,409.36,4.02,1.04,,16.98,6.97,184.90,43.99,224.49,Nashik,Baglan/Kalwan,Winter,Grapes
51.13,997.25,549.13,45488.07,70.68,383.25,3.70,4.20,105.17,,7.49,235.65,16.21,293.43,Nashik,Niphad/Yeola,Monsoon,Pomegranate
11.05,890.13,621.13,69096.67,57.20,428.91,2.52,,61.16,9.24,6.68,227.23,17.31,271.56,Nashik,Niphad/Yeola,Winter,"Soybean, Grapes"
35.91,901.42,578.84,40645.29,75.62,412.17,0.46,3.75,91.41,37.82,7.30,283.07,28.32,309.13,Nashik,Niphad/Yeola,Monsoon,Wheat
42.52,914.97,556.37,109680.57,29.50,412.17,5.20,0.45,59.82,,8.20,213.52,43.32,245.89,Nashik,Baglan/Kalwan,Summer,"Soybean, Grapes"
13.28,1017.57,776.63,74361.16,51.11,370.45,1.18,2.68,59.50,9.31,7.31,226.64,10.38,172.19,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice, Finger Millet"
43.57,990.21,557.71,40725.17,64.98,471.50,3.33,1.09,93.10,39.05,7.98,211.56,30.39,271.83,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Grapes"
12.25,,872.03,66338.36,45.04,423.37,1.24,3.24,58.31,9.83,6.52,244.82,14.02,144.26,,Igatpuri (Ghat Zone),Winter,"Vegetables, Finger Millet"
32.05,909.29,67.36,100147.30,35.30,360.62,1.40,2.87,27.43,23.56,5.59,285.54,7.81,192.70,Raigad,Karjat,Summer,Cashew
16.16,907.17,607.23,97110.27,53.49,353.06,3.11,0.83,49.55,15.52,7.28,237.08,33.04,,Nashik,Niphad/Yeola,Winter,Sugarcane
13.92,931.26,446.37,95344.59,50.39,453.81,1.90,3.19,59.36,12.04,7.30,218.66,37.35,192.59,Nashik,Baglan/Kalwan,Winter,Maize
26.15,939.87,613.84,88111.19,39.35,411.85,0.70,1.63,57.44,20.23,7.93,221.31,26.34,287.11,Nashik,Niphad/Yeola,Winter,"Onion, Pomegranate, Sugarcane"
22.08,,504.49,108953.63,24.38,409.46,3.60,2.20,74.92,16.98,,,38.45,228.19,Nashik,Baglan/Kalwan,Summer,Onion
37.29,940.67,828.33,86754.13,,444.87,2.21,3.27,,24.68,5.69,187.33,15.48,192.95,Nashik,Igatpuri (Ghat Zone),Summer,Finger Millet
22.61,829.52,689.27,64151.82,44.02,403.94,4.57,0.98,59.05,20.36,7.12,263.06,,,Nashik,Niphad/Yeola,Winter,"Sugarcane, Grapes, Tomato"
32.79,1036.79,65.05,95260.67,31.54,413.95,3.85,,23.18,30.30,,,11.55,229.26,Raigad,Karjat,,"Green Gram, Rice, Mango"
17.06,1022.90,63.33,90123.79,68.14,438.09,2.51,1.78,51.39,12.88,5.09,274.36,5.29,271.04,Raigad,Karjat,Winter,"Ragi, Green Gram, Mango"
26.71,910.64,585.59,44442.10,89.12,363.57,2.46,2.41,,30.15,8.25,178.78,23.67,286.25,Nashik,Niphad/Yeola,Monsoon,Wheat
42.58,1055.77,587.29,53434.34,78.28,406.80,0.60,3.35,,36.27,6.30,261.68,19.21,218.18,Nashik,Niphad/Yeola,Monsoon,Sugarcane
36.40,946.43,619.68,90735.16,22.09,447.90,3.61,1.86,54.20,35.77,6.69,185.08,45.28,218.14,,Baglan/Kalwan,Summer,Grapes
19.68,883.64,782.88,119418.13,36.59,420.32,3.88,3.54,56.55,19.24,,260.11,12.46,191.88,,Igatpuri (Ghat Zone),Summer,Vegetables
22.30,1100.65,9.50,80049.54,41.23,374.04,4.13,3.69,31.74,17.35,5.98,268.74,14.84,195.53,Raigad,,,Cashew
18.23,1032.10,14.19,67158.68,50.19,423.23,4.48,0.19,36.36,18.10,5.92,260.61,12.30,195.93,Raigad,Alibag/Mangaon,,Arecanut
43.27,941.94,424.77,,82.43,409.72,2.44,0.88,92.20,40.74,6.69,159.82,47.82,234.23,Nashik,Baglan/Kalwan,Monsoon,Groundnut
36.56,920.03,875.56,108036.19,26.64,401.67,2.07,3.64,48.59,34.50,6.50,245.61,13.75,178.50,Nashik,Igatpuri (Ghat Zone),Summer,Rice
41.38,950.80,587.85,30005.66,89.39,428.94,4.02,2.33,88.98,43.47,6.94,226.76,25.95,213.69,Nashik,Niphad/Yeola,Monsoon,"Tomato, Wheat"
,895.06,500.39,85594.62,34.48,418.31,1.60,4.06,52.10,17.78,8.82,214.75,61.79,200.51,Nashik,Baglan/Kalwan,Summer,"Grapes, Mango"
37.18,1035.15,449.42,50974.78,,385.95,5.09,0.49,81.97,39.33,7.84,238.89,,234.07,Nashik,Baglan/Kalwan,Monsoon,"Cotton, Bajra"
39.36,972.82,536.98,39552.00,71.51,399.81,1.43,1.68,82.33,41.75,7.50,308.96,57.95,222.25,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Maize, Soybean"
,,,,82.81,374.95,2.96,2.79,83.73,,,,,,Nashik,,,"Vegetables, Rice, Finger Millet"
,,,,,,,,,,,,,,,,,Wheat
40.20,969.10,520.93,49680.87,69.91,420.52,4.73,3.61,88.14,33.97,7.37,286.62,37.35,249.32,Nashik,Baglan/Kalwan,Monsoon,Soybean
,1064.32,12.81,32378.56,98.14,447.98,1.80,0.17,103.92,24.87,5.84,301.03,4.15,247.19,Raigad,Alibag/Mangaon,Monsoon,"Coconut, Arecanut, Rice"
35.11,927.93,62.87,33225.29,90.44,378.00,1.61,,80.09,36.66,5.71,296.95,7.84,217.44,Raigad,Karjat,Monsoon,Rice
31.36,878.71,707.84,43300.22,83.27,415.73,0.60,2.96,92.94,28.32,5.63,264.69,7.31,265.36,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Rice"
36.10,883.40,8.10,34386.01,97.34,415.78,1.29,0.97,103.72,29.80,6.66,286.03,7.71,196.66,Raigad,Alibag/Mangaon,Monsoon,"Banana, Rice, Coconut"
39.17,961.65,624.67,108875.75,23.90,402.65,5.13,3.90,63.98,,,205.90,39.99,,Nashik,,Summer,"Bajra, Mango"
15.72,1005.04,566.89,66589.77,46.55,466.66,1.64,3.93,59.11,11.84,6.84,243.11,51.33,296.10,Nashik,Baglan/Kalwan,Winter,"Onion, Bajra"
38.03,1053.71,602.73,15819.66,91.89,334.99,0.37,0.57,95.84,36.25,,201.53,10.82,157.99,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Vegetables, Finger Millet"
14.00,982.20,676.68,66198.28,54.20,431.26,0.73,1.10,50.46,9.31,7.36,233.83,9.91,148.47,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
33.42,974.66,570.49,107397.22,25.45,419.59,0.12,2.20,48.68,31.06,7.45,263.10,17.53,258.96,,Niphad/Yeola,Summer,"Sugarcane, Grapes, Wheat"
18.84,1116.12,53.06,66724.73,57.88,400.42,2.03,0.34,45.60,17.69,5.81,283.56,4.50,266.73,Raigad,Karjat,Winter,"Coconut, Rice"
26.89,929.33,,78265.47,37.34,448.78,0.71,2.33,43.70,27.05,8.09,227.76,54.34,283.62,Nashik,Baglan/Kalwan,Summer,Soybean
10.96,926.88,585.50,64630.54,49.39,392.28,2.30,1.11,64.10,8.87,7.44,239.38,22.33,300.45,Nashik,Niphad/Yeola,Winter,"Pomegranate, Grapes"
38.46,975.19,50.72,50227.99,88.26,437.25,2.02,,87.44,33.54,,297.29,,190.56,Raigad,Karjat,Monsoon,"Green Gram, Cotton, Vari"
32.72,984.64,9.17,114916.76,31.21,418.12,0.28,2.55,17.40,29.84,5.64,216.56,,222.39,Raigad,Alibag/Mangaon,Summer,"Cashew, Mango"
12.96,935.64,559.40,83327.97,52.90,404.87,3.07,1.84,60.61,10.56,7.02,230.69,3.32,165.82,Nashik,Igatpuri (Ghat Zone),Winter,"Soybean, Finger Millet"
17.86,1072.16,6.05,105228.68,53.26,409.01,0.61,0.91,31.64,,6.74,252.53,12.43,268.00,Raigad,Alibag/Mangaon,Winter,"Cashew, Mango"
12.95,887.31,909.76,83307.07,54.47,362.58,1.64,,53.03,10.58,,,9.83,165.47,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice, Finger Millet"
,990.66,5.08,28726.58,88.75,424.86,0.99,3.44,90.80,,6.62,322.08,11.70,192.36,Raigad,,Monsoon,"Banana, Arecanut, Mango"
12.03,938.72,548.72,77137.78,53.02,427.07,3.99,1.43,,10.54,7.54,244.75,19.53,202.00,Nashik,Niphad/Yeola,Winter,Grapes
,981.62,559.38,94504.55,37.28,454.72,3.03,0.71,46.15,33.53,,236.56,59.30,,Nashik,Baglan/Kalwan,Summer,Soybean
22.69,969.17,694.31,86076.09,43.21,409.55,3.73,2.20,51.78,19.75,6.60,217.68,12.96,174.36,,Igatpuri (Ghat Zone),Summer,"Rice, Finger Millet"
20.19,905.88,550.77,83736.57,54.18,398.23,4.33,3.92,50.30,17.80,,204.54,25.61,,Nashik,Niphad/Yeola,Winter,"Cotton, Pomegranate"
36.28,912.57,558.77,47979.77,73.82,390.69,4.78,1.98,91.17,33.00,7.94,211.15,33.32,257.93,Nashik,Niphad/Yeola,Monsoon,Pomegranate
38.89,970.50,9.74,40989.33,88.56,417.31,3.03,2.78,95.81,32.26,5.76,256.08,14.89,250.07,Raigad,Alibag/Mangaon,Monsoon,"Rice, Mango"
31.20,,11.29,44585.89,95.14,,0.25,2.68,98.63,36.15,6.12,330.36,14.42,214.26,Raigad,Alibag/Mangaon,Monsoon,Cashew
20.46,1002.32,548.06,70277.25,51.09,398.23,3.96,1.57,41.66,18.53,7.19,209.78,22.23,232.47,Nashik,Niphad/Yeola,Winter,Pomegranate
12.56,960.08,587.82,88198.62,45.47,460.62,3.39,1.26,54.91,9.74,8.06,193.42,29.80,296.90,Nashik,Niphad/Yeola,Winter,Wheat
39.12,989.58,580.03,101601.68,35.34,391.49,3.01,0.57,42.84,33.30,6.13,183.66,48.39,247.26,Nashik,Baglan/Kalwan,Summer,Onion
12.35,859.73,762.13,81824.79,56.84,483.24,0.78,0.77,63.99,11.60,5.68,261.21,,199.01,Nashik,Igatpuri (Ghat Zone),Winter,Rice
29.35,941.84,799.69,49675.50,94.05,460.93,0.27,3.96,86.92,26.53,6.66,176.09,9.00,140.03,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Rice"
36.78,828.55,586.40,40395.16,90.77,,2.54,0.68,82.68,31.63,7.59,,9.97,156.19,Nashik,Igatpuri (Ghat Zone),Monsoon,Finger Millet
18.85,973.83,15.47,71003.66,55.29,421.96,2.28,,40.05,,6.34,304.54,9.07,248.20,Raigad,Alibag/Mangaon,Winter,"Coconut, Arecanut"
18.81,1107.74,58.01,77514.87,56.08,414.99,2.82,0.74,32.84,14.51,6.05,268.15,,235.45,Raigad,Karjat,Winter,Coconut
35.41,929.36,53.28,32955.80,96.95,408.68,2.97,3.07,99.89,,5.59,243.40,6.68,192.98,Raigad,Karjat,Monsoon,Green Gram
13.99,995.17,590.80,92479.20,,394.12,0.99,2.07,52.16,,,242.53,53.21,236.35,Nashik,Baglan/Kalwan,Winter,"Maize, Bajra, Mango"
38.32,1146.36,73.94,34418.70,94.18,458.80,0.12,,85.89,37.83,5.18,293.84,6.99,205.60,Raigad,Karjat,Monsoon,Vari
31.47,932.67,548.61,120020.04,30.31,438.34,1.56,0.86,42.34,,7.52,0.00,28.80,258.82,Nashik,Baglan/Kalwan,Summer,"Groundnut, Maize"
29.99,1119.44,,95824.67,,408.72,0.38,1.24,11.86,31.60,6.06,308.35,8.38,189.50,Raigad,Alibag/Mangaon,Summer,"Arecanut, Mango"
18.50,899.33,606.22,57651.37,51.09,412.44,1.95,2.85,51.35,15.08,7.44,208.73,22.95,285.05,Nashik,Niphad/Yeola,Winter,"Sugarcane, Grapes"
